segment_id,distance,entanglement_speed_factor,gate_time_ns,target_metric,distance_contribution,entanglement_speed_factor_contribution,gate_time_ns_contribution,use_log_scale
6_3_5,5623.413251903491,177.82794100389228,316227.7660168379,3314743312.40019,0.9892736999144172,0.0003829758034251,0.0026261257569632,True
6_3_6,5623.413251903491,177.82794100389228,681292.0690579595,3584275068.489119,0.982822439885224,0.0003804156338581,0.0126641089846839,True
6_4_1,5623.413251903491,562.341325190349,14677.992676220676,3090239829.372118,0.9811542294589836,0.0007810219677062,0.0001706890540272,True
6_4_2,5623.413251903491,562.341325190349,31622.776601683792,3102948569.2088265,1.01071139116529,0.0006543506892174,0.0001837402386495,True
6_4_3,5623.413251903491,562.341325190349,68129.20690579608,3128836432.071678,0.9858017143948192,0.0005941080837426,0.0007000608831308,True
6_4_4,5623.413251903491,562.341325190349,146779.92676220674,3186240867.591484,1.0516727152414174,0.000498679718828,0.001055497572892,True
6_4_5,5623.413251903491,562.341325190349,316227.7660168379,3307338734.8693337,0.9824593882828816,0.0006253645742281,0.0029123271880448,True
6_4_6,5623.413251903491,562.341325190349,681292.0690579595,3581696364.6053314,0.9934012596559736,0.0002825361833351,0.0127003208949285,True
6_5_1,5623.413251903491,1778.2794100389228,14677.992676220676,3089993082.217815,0.9806376277902276,0.0004521964218899,4.084792225782005e-05,True
6_5_2,5623.413251903491,1778.2794100389228,31622.776601683792,3101346874.412501,1.0055044913022269,0.0005903697354285,0.0001246319788205,True
6_5_3,5623.413251903491,1778.2794100389228,68129.20690579608,3127814730.235565,1.000797676644829,0.0005369568869293,0.0005629966883356,True
6_5_4,5623.413251903491,1778.2794100389228,146779.92676220674,3186061069.0047097,1.0013391153139135,0.0005961833227108,0.0010437166696643,True
6_5_5,5623.413251903491,1778.2794100389228,316227.7660168379,3309341815.1921377,0.9942091685780212,0.000450237876141,0.0033096172277538,True
6_5_6,5623.413251903491,1778.2794100389228,681292.0690579595,3576525561.6258507,0.988832060198169,0.0002639671513323,0.0138172490510807,True
6_6_1,5623.413251903491,5623.413251903491,14677.992676220676,3080283930.628872,1.0522047680380588,0.0003612086740171,0.0002620598333746,True
6_6_2,5623.413251903491,5623.413251903491,31622.776601683792,3098549694.3639708,0.9938058135679512,0.0003479919631988,0.0002582400009098,True
6_6_3,5623.413251903491,5623.413251903491,68129.20690579608,3129276369.5957923,0.9944013482054492,0.000248774630269,0.0006152601703448,True
6_6_4,5623.413251903491,5623.413251903491,146779.92676220674,3184059665.4651413,0.978071927636962,0.0003377875553088,0.0010630760764446,True
6_6_5,5623.413251903491,5623.413251903491,316227.7660168379,3310637968.4029,0.9612118327645942,0.0003363194505333,0.0027361136596189,True
6_6_6,5623.413251903491,5623.413251903491,681292.0690579595,3580080412.723,1.0011705282753682,0.0002096906060856,0.0128057969221079,True
