segment_id,distance,entanglement_speed_factor,gate_time_ns,target_metric,distance_contribution,entanglement_speed_factor_contribution,gate_time_ns_contribution,use_log_scale
5_3_1,1778.2794100389228,177.82794100389228,14677.992676220676,1045252332.2796266,0.9299839311482448,0.0303519473626721,0.0014048577120291,True
5_3_2,1778.2794100389228,177.82794100389228,31622.776601683792,1056995393.2638888,0.9647029635345722,0.0425002489061396,0.0022258959574782,True
5_3_3,1778.2794100389228,177.82794100389228,68129.20690579608,1078411063.6105447,0.9538462343202097,0.0241871047957235,0.001578788639617,True
5_3_4,1778.2794100389228,177.82794100389228,146779.92676220674,1131626218.8867486,1.0080851926994707,0.0158901695137271,0.0098757739207439,True
5_3_5,1778.2794100389228,177.82794100389228,316227.7660168379,1247314876.910238,0.9817799921424905,0.005538191630823,0.0304643709565276,True
5_3_6,1778.2794100389228,177.82794100389228,681292.0690579595,1527351412.9559455,0.8272813048369693,0.0034469714677483,0.2055195907522889,True
5_4_1,1778.2794100389228,562.341325190349,14677.992676220676,1018319558.1647048,0.9772998212414232,0.0053488084832839,3.2538781589843274e-05,True
5_4_2,1778.2794100389228,562.341325190349,31622.776601683792,1029220611.5790514,0.956829983507306,0.0061371189323885,0.0018584714261061,True
5_4_3,1778.2794100389228,562.341325190349,68129.20690579608,1060325926.8400972,1.0035371644529258,0.0070201263701144,0.003222082454272,True
5_4_4,1778.2794100389228,562.341325190349,146779.92676220674,1114003080.3701413,0.99803291874865,0.0070159525109444,0.0111326195257274,True
5_4_5,1778.2794100389228,562.341325190349,316227.7660168379,1238875105.9200275,1.0014615676694882,0.004499437054029,0.0238869970231742,True
5_4_6,1778.2794100389228,562.341325190349,681292.0690579595,1526562066.1039703,0.8536292179230611,0.0202159296261321,0.1668432009583188,True
5_5_1,1778.2794100389228,1778.2794100389228,14677.992676220676,1015555168.5172964,1.0173148064930628,0.0058563590235893,0.0025940059951849,True
5_5_2,1778.2794100389228,1778.2794100389228,31622.776601683792,1027944237.6346405,0.9201371500877872,0.0056700911357809,0.0030616077581068,True
5_5_3,1778.2794100389228,1778.2794100389228,68129.20690579608,1057708553.842426,0.9852149969485954,0.0050290349335374,0.0050726437342846,True
5_5_4,1778.2794100389228,1778.2794100389228,146779.92676220674,1113482896.5102935,0.99830411096643,0.0065738851113909,0.0117810443353786,True
5_5_5,1778.2794100389228,1778.2794100389228,316227.7660168379,1237405206.6902156,0.9782371601603778,0.0038288384643524,0.0268754993973462,True
5_5_6,1778.2794100389228,1778.2794100389228,681292.0690579595,1526516458.0972028,0.8186792390541221,0.0024943381743654,0.2394137795619577,True
5_6_1,1778.2794100389228,5623.413251903491,14677.992676220676,1018843109.3240086,1.0123066856246954,0.0033806675877736,0.001284113659079,True
5_6_2,1778.2794100389228,5623.413251903491,31622.776601683792,1026583189.7800312,0.968611826446046,0.0019249358577977,0.0007306950495807,True
5_6_3,1778.2794100389228,5623.413251903491,68129.20690579608,1054995501.1741992,1.0000104831614451,0.0010342001460606,0.0033771783563842,True
5_6_4,1778.2794100389228,5623.413251903491,146779.92676220674,1113759478.2112322,1.0687201706974645,0.0010946778461598,0.010720828730722,True
5_6_5,1778.2794100389228,5623.413251903491,316227.7660168379,1241636217.0609272,0.9825832898056528,0.0025821935618182,0.0397014846714167,True
5_6_6,1778.2794100389228,5623.413251903491,681292.0690579595,1525074100.4926536,0.8273526245720062,0.0006421425117974,0.2296327106521491,True
6_1_1,5623.413251903491,17.78279410038923,14677.992676220676,6070726485.869169,0.0163773779986122,0.9872669142077872,2.056626152600624e-08,True
6_1_2,5623.413251903491,17.78279410038923,31622.776601683792,6080246013.225489,0.0090603246494976,1.0123644326823784,2.4821433152953583e-08,True
6_1_3,5623.413251903491,17.78279410038923,68129.20690579608,6076251474.097849,0.0174617734271281,0.9671683308878872,2.0472948789612692e-05,True
6_1_4,5623.413251903491,17.78279410038923,146779.92676220674,6086271365.139154,0.012605051981109,0.9949834839030404,3.6960932473408064e-05,True
6_1_5,5623.413251903491,17.78279410038923,316227.7660168379,6105868008.287172,0.0194990837454283,0.9789377177084396,3.97082352433038e-05,True
6_1_6,5623.413251903491,17.78279410038923,681292.0690579595,6150662136.495014,0.0351725070873499,0.961749537249663,0.0005390986869233,True
