segment_id,coherence_time,entanglement_fidelity,operation_fidelity,target_metric,coherence_time_contribution,entanglement_fidelity_contribution,operation_fidelity_contribution,use_log_scale
5_4_2,177827941003.89154,0.9943765867480964,0.9994376586748096,0.0570417320897175,0.0039990932118333,0.9279558177757646,0.0724063024523375,True
5_4_3,177827941003.89154,0.9943765867480964,0.9982217205899612,0.0801115746934253,0.0025349601125004,0.5997631755534744,0.4699782171241045,True
5_4_4,177827941003.89154,0.9943765867480964,0.9943765867480968,0.1503558160488636,0.0005672802874732,0.1333232222382281,1.0435472927709626,True
5_4_5,177827941003.89154,0.9943765867480964,0.9822172058996111,0.3472028432894504,6.816523679115732e-05,0.015339141264692,1.1907627364047568,True
5_4_6,177827941003.89154,0.9943765867480964,0.9437658674809656,0.7773828805128499,7.878122219169913e-06,0.0017192791568882,1.20506636289641,True
5_5_1,177827941003.89154,0.9822172058996108,0.9998221720589962,0.1392322658260396,0.0003589275177946,0.996010137512005,0.0007606877456834,True
5_5_2,177827941003.89154,0.9822172058996108,0.9994376586748096,0.1461583848637654,0.0003905087396105,0.9881112292486692,0.0076769129727284,True
5_5_3,177827941003.89154,0.9822172058996108,0.9982217205899612,0.1676544986208567,0.0003729860820549,0.9318435310499534,0.0719585203711188,True
5_5_4,177827941003.89154,0.9822172058996108,0.9943765867480968,0.2330859073675964,0.0002514646453631,0.6079208000923886,0.4691542440165275,True
5_5_5,177827941003.89154,0.9822172058996108,0.9822172058996111,0.4165582223843664,6.041681228715412e-05,0.1381063166775624,1.0577452313614149,True
5_5_6,177827941003.89154,0.9822172058996108,0.9437658674809656,0.8174647134249569,7.917131850240438e-06,0.0175549402267752,1.208090072029812,True
5_6_1,177827941003.89154,0.9437658674809652,0.9998221720589962,0.3894954707589046,3.807544009961548e-05,0.993241898971309,7.515262791153971e-05,True
5_6_2,177827941003.89154,0.9437658674809652,0.9994376586748096,0.3949549974609399,3.547975340789928e-05,0.991735890580822,0.0007520904166632,True
5_6_3,177827941003.89154,0.9437658674809652,0.9982217205899612,0.4120959218428635,3.706063233092373e-05,0.9857063545369692,0.0073467524460976,True
5_6_4,177827941003.89154,0.9437658674809652,0.9943765867480968,0.4641285644052645,2.9886948102507685e-05,0.9343635594323916,0.0696287010283082,True
5_6_5,177827941003.89154,0.9437658674809652,0.9822172058996111,0.6101433363034712,2.5873837811984547e-05,0.6312332845511556,0.4676727658197083,True
5_6_6,177827941003.89154,0.9437658674809652,0.9437658674809656,0.9294842433253172,5.702732754312884e-06,0.1638744411902803,1.0976788773856887,True
6_1_1,562341325190.3468,0.9998221720589962,0.9998221720589962,0.0058094145716706,0.0569154115715596,0.1306729064714354,0.9811893845394316,True
6_1_2,562341325190.3468,0.9998221720589962,0.9994376586748096,0.0134523480280009,0.006721366621638,0.0144011834102785,1.1781585239448382,True
6_1_3,562341325190.3468,0.9998221720589962,0.9982217205899612,0.0373114355828999,0.0006043209004559,0.0015346528975507,1.2001155760557307,True
6_1_4,562341325190.3468,0.9998221720589962,0.9943765867480968,0.1099234151507177,7.101580543370275e-05,0.0001552452223195,1.2027107754717332,True
6_1_5,562341325190.3468,0.9998221720589962,0.9822172058996111,0.3133480254743389,7.48137311821977e-06,1.5492998931456633e-05,1.2020615452875365,True
6_1_6,562341325190.3468,0.9998221720589962,0.9437658674809656,0.757820049706124,8.18031118570663e-07,1.8798099758579464e-06,1.197403845172628,True
6_2_1,562341325190.3468,0.9994376586748096,0.9998221720589962,0.0088008750366369,0.0262652671707375,0.578911519173203,0.4599085972783123,True
6_2_2,562341325190.3468,0.9994376586748096,0.9994376586748096,0.0164211837248507,0.005056642790809,0.1319789592491563,1.031332419160658,True
6_2_3,562341325190.3468,0.9994376586748096,0.9982217205899612,0.0402390181964397,0.0006096603033153,0.015026604287679,1.1815228301966771,True
6_2_4,562341325190.3468,0.9994376586748096,0.9943765867480968,0.1126890894147774,6.489335994187411e-05,0.0015120968581141,1.2016227446156644,True
6_2_5,562341325190.3468,0.9994376586748096,0.9822172058996111,0.3156606259235922,6.63822050432666e-06,0.0001530321354588,1.202231327224116,True
