experiment_kind,experiment_anchor,experiment_sweep_param,sweep_index,sweep_value,replicate_index,seed,theta,num_runs,shots,distance,gate_speed_factor,client_gate_speed_factor,entanglement_speed_factor,ent_sweep_mode,Tsrv_est_ms,Tcc_est_ms,Tent_est_ms,Tmax_est_ms,Tmin_est_ms,zz_cost,xx_cost,zz_time,xx_time,total_time,energy,sweep_low,sweep_high
sweep,light,gate_speed_factor,11,0.6236712845890156,0,36931,0.2297,10,10,100.0,0.6236712845890156,1.0,2000.0,time,5.912403777903868,2.5,2.5,10.912403777903869,5.912403777903868,-1.8097603781282057,-0.020719372615949236,125928245.42184415,135012441.04526368,260940686.46710783,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,12,0.8316790246242841,0,37928,0.2297,10,10,100.0,0.8316790246242841,1.0,2000.0,time,7.8843171534382135,2.5,2.5,12.884317153438214,7.8843171534382135,-1.8097603781282057,-0.02071937261594923,144326256.63094047,144438533.29926476,288764789.9302052,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,13,1.1090618040171718,0,38925,0.2297,10,10,100.0,1.1090618040171718,1.0,2000.0,time,10.513905902082788,2.5,2.5,15.513905902082788,10.513905902082788,-1.8097603781282057,-0.02071937261594924,173673319.8691663,174912934.35973278,348586254.2288991,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,14,1.4789576852506185,0,39922,0.2297,10,10,100.0,1.4789576852506185,1.0,2000.0,time,14.020518856175864,2.5,2.5,19.020518856175862,14.020518856175864,-1.8097603781282054,-0.020719372615949243,214503810.80554065,216500434.7370614,431004245.54260206,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,15,1.9722217705443597,0,40919,0.2297,10,10,100.0,1.9722217705443597,1.0,2000.0,time,18.69666238476053,2.5,2.5,23.69666238476053,18.69666238476053,-1.8097603781282057,-0.02071937261594923,269853004.8727825,272515504.2630175,542368509.1358,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,16,2.630000000000001,0,41916,0.2297,10,10,100.0,2.630000000000001,1.0,2000.0,time,24.93240000000001,2.5,2.5,29.93240000000001,24.93240000000001,-1.8097603781282054,-0.020719372615949246,343661310.0,347212800.0,690874110.0,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,17,3.5071613665895436,0,42913,0.2297,10,10,100.0,3.5071613665895436,1.0,2000.0,time,33.24788975526887,2.5,2.5,38.24788975526887,33.24788975526887,-1.8097603781282054,-0.02071937261594924,442088161.1411854,446823244.78991014,888911405.9310956,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,18,4.676874848402369,0,43910,0.2297,10,10,100.0,4.676874848402369,1.0,2000.0,time,44.336773562854454,2.5,2.5,49.336773562854454,44.336773562854454,-1.8097603781282057,-0.02071937261594923,573342126.7392302,579655907.7845733,1152998034.5238035,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,19,6.236712845890156,0,44907,0.2297,10,10,100.0,6.236712845890156,1.0,2000.0,time,59.12403777903868,2.5,2.5,64.12403777903867,59.12403777903868,-1.8097603781282057,-0.02071937261594923,748371548.4373305,756791110.7792821,1505162659.2166126,-1.145630955773553,0.026300000000000004,26.299999999999997
sweep,light,gate_speed_factor,20,8.31679024624284,0,45904,0.2297,10,10,100.0,8.31679024624284,1.0,2000.0,time,78.84317153438214,2.5,2.5,83.84317153438214,78.84317153438214,-1.8097603781282057,-0.02071937261594924,981777033.5309134,993004700.3633413,1974781733.8942547,-1.145630955773553,0.026300000000000004,26.299999999999997
