segment_id,distance,entanglement_speed_factor,gate_speed_factor,client_gate_speed_factor,target_metric,distance_contribution,entanglement_speed_factor_contribution,gate_speed_factor_contribution,use_log_scale,timing_mode
5_6_3,1778.2794100389228,11246.82650380696,0.46768748484023687,1.0,1120710655.3038177,0.9858359324730436,0.0002441588703442171,0.01037606926012986,True,factor
5_6_4,1778.2794100389228,11246.82650380696,1.4789576852506185,1.0,1344098074.0034697,0.8770031437104782,2.7915842712342697e-06,0.12145125205956542,True,factor
5_6_5,1778.2794100389228,11246.82650380696,4.676874848402369,1.0,2105704524.262424,0.41045306497315653,1.585620590173516e-07,0.5686744911226415,True,factor
5_6_6,1778.2794100389228,11246.82650380696,14.789576852506187,1.0,4517307654.82036,0.06674268954775382,1.878223955602425e-08,0.9335687410270683,True,factor
6_1_1,5623.413251903491,35.56558820077842,0.04676874848402369,1.0,3629742749.6183486,0.5985242676225904,0.5472847251777541,5.9629675702034365e-05,True,factor
6_1_2,5623.413251903491,35.56558820077842,0.14789576852506187,1.0,3636576754.244091,0.6365368173088014,0.5328689876864079,0.00018939882800119172,True,factor
6_1_3,5623.413251903491,35.56558820077842,0.46768748484023687,1.0,3667618143.359048,0.6275771917712368,0.5147415281870431,0.0006939781234846498,True,factor
6_1_4,5623.413251903491,35.56558820077842,1.4789576852506185,1.0,3805488664.974153,0.6952129698500986,0.42956749616472373,0.009243940130343183,True,factor
6_1_5,5623.413251903491,35.56558820077842,4.676874848402369,1.0,4346676320.26768,0.8237116761146813,0.16633876455784988,0.11251571119884914,True,factor
6_1_6,5623.413251903491,35.56558820077842,14.789576852506187,1.0,6566260470.830855,0.4169419637199011,0.000740217354737784,0.5782818893900709,True,factor
6_2_1,5623.413251903491,112.46826503806972,0.04676874848402369,1.0,3092994743.1076064,1.000550680287716,0.0007881839199850655,0.00011727361771543348,True,factor
6_2_2,5623.413251903491,112.46826503806972,0.14789576852506187,1.0,3109144158.434152,0.9978564907840747,0.0005574835758787276,0.00016005108022891138,True,factor
6_2_3,5623.413251903491,112.46826503806972,0.46768748484023687,1.0,3167099997.9614873,1.0135592263135023,0.0001818515218605986,0.0009394877442629909,True,factor
6_2_4,5623.413251903491,112.46826503806972,1.4789576852506185,1.0,3386811101.2277575,0.9854281517358302,4.241620897030152e-05,0.01311133623098725,True,factor
6_2_5,5623.413251903491,112.46826503806972,4.676874848402369,1.0,4138821118.8463793,0.8812459039614882,1.218448161190392e-05,0.12019638505077383,True,factor
6_2_6,5623.413251903491,112.46826503806972,14.789576852506187,1.0,6552674822.685172,0.4144566820904019,1.0745843435032426e-08,0.5874053553087686,True,factor
6_3_1,5623.413251903491,355.6558820077839,0.04676874848402369,1.0,3080178406.6077003,1.0009404483446986,0.0006364844654204331,7.537452368149872e-05,True,factor
6_3_2,5623.413251903491,355.6558820077839,0.14789576852506187,1.0,3098388280.340056,1.0071701513324431,0.00045610132287642665,0.00019862637641445574,True,factor
6_3_3,5623.413251903491,355.6558820077839,0.46768748484023687,1.0,3154865312.573875,0.9998119575249752,0.00013253200603370236,0.001074162391637788,True,factor
6_3_4,5623.413251903491,355.6558820077839,1.4789576852506185,1.0,3375549975.3404713,0.9863915807972663,2.6307321114347555e-06,0.013548466854466345,True,factor
6_3_5,5623.413251903491,355.6558820077839,4.676874848402369,1.0,4136805909.0810013,0.8704618970824843,2.88227415256408e-08,0.12288243566900019,True,factor
6_3_6,5623.413251903491,355.6558820077839,14.789576852506187,1.0,6548008363.800523,0.40891205044212403,1.4167285484458468e-08,0.5856609371097471,True,factor
6_4_1,5623.413251903491,1124.682650380696,0.04676874848402369,1.0,3076279040.787204,1.0089309070896955,0.0007998753675306268,0.0001333825507105929,True,factor
6_4_2,5623.413251903491,1124.682650380696,0.14789576852506187,1.0,3093028830.4924865,1.004464451936647,0.00045889696694812425,0.00015576014095036074,True,factor
6_4_3,5623.413251903491,1124.682650380696,0.46768748484023687,1.0,3150494255.2863183,1.0441321182574101,0.00015293539770751437,0.0010692790828861314,True,factor
6_4_4,5623.413251903491,1124.682650380696,1.4789576852506185,1.0,3374914315.8182917,0.9862948967769515,1.3122527184504815e-06,0.013706042215304809,True,factor
6_4_5,5623.413251903491,1124.682650380696,4.676874848402369,1.0,4136242855.404457,0.9135948094512736,3.547456215510756e-08,0.12298166785022539,True,factor
6_4_6,5623.413251903491,1124.682650380696,14.789576852506187,1.0,6547878109.799182,0.4238447775883939,9.856904997877426e-09,0.5917684213080586,True,factor
6_5_1,5623.413251903491,3556.558820077839,0.04676874848402369,1.0,3075540795.459129,0.9842922692629759,0.0003367884291264793,4.387213872309454e-05,True,factor
6_5_2,5623.413251903491,3556.558820077839,0.14789576852506187,1.0,3091602773.9630237,1.0061678418742388,0.00014454941112380118,0.00026001066672395624,True,factor
6_5_3,5623.413251903491,3556.558820077839,0.46768748484023687,1.0,3150454440.833477,0.9937236590120541,7.874337196540845e-05,0.0010624635302408038,True,factor
6_5_4,5623.413251903491,3556.558820077839,1.4789576852506185,1.0,3374540665.4938064,0.982435264478243,5.947669574876663e-07,0.013644605721922843,True,factor
6_5_5,5623.413251903491,3556.558820077839,4.676874848402369,1.0,4136549091.091237,0.8938892918466764,1.4689940198104294e-08,0.12338320610911206,True,factor
6_5_6,5623.413251903491,3556.558820077839,14.789576852506187,1.0,6547955726.807443,0.41403648750261285,3.125901096881515e-08,0.5841948928349135,True,factor
6_6_1,5623.413251903491,11246.82650380696,0.04676874848402369,1.0,3072768637.911383,1.001192005791549,0.00011107943847690326,5.237938466637571e-05,True,factor
6_6_2,5623.413251903491,11246.82650380696,0.14789576852506187,1.0,3091436793.9310713,1.0012886871709903,5.3044628290843033e-05,0.0001941442580460767,True,factor
6_6_3,5623.413251903491,11246.82650380696,0.46768748484023687,1.0,3150364432.5131254,0.9983651939335301,3.837262008965186e-05,0.0011612401008882264,True,factor
6_6_4,5623.413251903491,11246.82650380696,1.4789576852506185,1.0,3374739452.1416035,0.979918645942276,5.083393439847175e-07,0.013681640500433688,True,factor
6_6_5,5623.413251903491,11246.82650380696,4.676874848402369,1.0,4136622688.078214,0.8755637327152044,1.4519098270901085e-08,0.12336112651566533,True,factor
6_6_6,5623.413251903491,11246.82650380696,14.789576852506187,1.0,6547923560.145335,0.4152615815492932,1.0917965978482954e-08,0.5848356041802398,True,factor
